Instance,Type,Name,ID
NHMIS Instance,NHMIS instance dataelements,Children (6-59 months) given vitamin A - female,cCkAqzlagDI
NHMIS Instance,NHMIS instance dataelements,Children (6-59 months) given vitamin A - male,g8DQSzMY7lK
NHMIS Instance,NHMIS instance dataelements,Children aged 0-59 months weighed - female,vazXT5H0oIq
NHMIS Instance,NHMIS instance dataelements,Children aged 0-59 months weighed - male,hfEGeN9upJg
NHMIS Instance,NHMIS instance dataelements,Children aged 0-59 months weighing below bottom line -female,gRIPL5vAsel
NHMIS Instance,NHMIS instance dataelements,Children aged 0-59 months weighing below bottom line - male,DPFbFcYrO9d
NHMIS Instance,NHMIS instance dataelements,Children under 5 years receiving LLIN,ZFgiCO6nyAP
NHMIS Instance,NHMIS instance dataelements,Children with growth monitoring charts(Community),s5fG0Y2Abqs
NHMIS Instance,NHMIS instance dataelements,Child under 6 months exclusively breast fed - female,PbAhQhSBTgj
NHMIS Instance,NHMIS instance dataelements,Child under 6 months exclusively breast fed - male,O3icPJ0qT7e
NHMIS Instance,NHMIS instance dataelements,Cholera,ZEsaPKsuvOZ
NHMIS Instance,NHMIS instance dataelements,Cholera - new case female,jawPnn10EEk
NHMIS Instance,NHMIS instance dataelements,Cholera - new case male,hdOxXltXbeb
NHMIS Instance,NHMIS instance dataelements,Clients provided with adherence support (Community),DkGfI3CPwul
NHMIS Instance,NHMIS instance dataelements,Clients receiving care & support (excluding ART & TB treatment support) for the first time from volunteer health workers(Community),yKHK7GtoD5r
NHMIS Instance,NHMIS instance dataelements,Clients that received family planning services(Community),nvHtydjVvgI
NHMIS Instance,NHMIS instance dataelements,Clinical Malaria,K9K1G0XX4ax
NHMIS Instance,NHMIS instance dataelements,Clinical Malaria given ACT,nDKVffS3ijX
NHMIS Instance,NHMIS instance dataelements,Closed and dry fistula at discharge(VVF),HeRnbbwTXMK
NHMIS Instance,NHMIS instance dataelements,Co-infected persons on CPT,EFBtfmkRU7h
NHMIS Instance,NHMIS instance dataelements,Cold boxes,bgVbczHAeqF
NHMIS Instance,NHMIS instance dataelements,Community health personnel engaged,HYUIqpyfxAT
NHMIS Instance,NHMIS instance dataelements,Comprehensive obstetric and newborn care provided,WxBqW9lUab1
NHMIS Instance,NHMIS instance dataelements,Condoms distributed,YVS8Vvbukci
NHMIS Instance,NHMIS instance dataelements,Condoms distributed (sachet) - female,w92UxLIRNTl
NHMIS Instance,NHMIS instance dataelements,Condoms distributed (sachet) - male,H8A8xQ9gJ5b
NHMIS Instance,NHMIS instance dataelements,Confirmed DR-TB patients enrolled for treatment,LLK2rQ54SEF
NHMIS Instance,NHMIS instance dataelements,Confirmed malaria cases(Community),Yj0qii3kfxj
NHMIS Instance,NHMIS instance dataelements,Confirmed Polio,aNoL0ZlGu9E
NHMIS Instance,NHMIS instance dataelements,Confirmed uncomplicated malaria,HdtaLx63988
NHMIS Instance,NHMIS instance dataelements,Confirmed uncomplicated malaria cases (RDT positives) treated with ACT(Community),BFfmsgkHzbK
NHMIS Instance,NHMIS instance dataelements,Confirmed uncomplicated malaria given ACT,ouzURM9c1FI
NHMIS Instance,NHMIS instance dataelements,Confirmed uncomplicated malaria given ACT(Community),sFYe62oN7SQ
NHMIS Instance,NHMIS instance dataelements,Confirmed uncomplicated malaria given other antimalaria,M1kGBHgqGvv
NHMIS Instance,NHMIS instance dataelements,Confirmed uncomplicated U5 malaria cases referred to facility for lack of improvement after treatment with ACT(Community),kF7i2aOzFs1
NHMIS Instance,NHMIS instance dataelements,Conjugate A CSM Vaccine given,CsmRM3NdyvS
NHMIS Instance,NHMIS instance dataelements,Counselling and Testing for HIV/AIDS provided,N8FxXJg1LqW
NHMIS Instance,NHMIS instance dataelements,CSM,w88jrtIefwe
NHMIS Instance,NHMIS instance dataelements,CSM Diluent,kg802dAwB6T
NHMIS Instance,NHMIS instance dataelements,CSM Diluent Used,cMC2YquAQbz
NHMIS Instance,NHMIS instance dataelements,CSM Dose,mnUnYSbTt9n
NHMIS Instance,NHMIS instance dataelements,CSM Dose Used,FuQkr7NArmF
NHMIS Instance,NHMIS instance dataelements,CSM Vaccine - Opening Balance,bAiUeyR0hiL
NHMIS Instance,NHMIS instance dataelements,Data quality audit carried out quarterly by LGA,OxxvhQqrBQs
NHMIS Instance,NHMIS instance dataelements,Date of last data validation/presentation meeting for the HFs,bdIT4wGjE7C
NHMIS Instance,NHMIS instance dataelements,Date of last data validation/presentation meeting for the LGAs,GYBaVbRLGR9
NHMIS Instance,NHMIS instance dataelements,Date of last DQA carried out in the LGAs,zDyoiJjV4Kn
NHMIS Instance,NHMIS instance dataelements,Date of last supportive supervision visit to the LGAs,Nve0aAv4A8V
NHMIS Instance,NHMIS instance dataelements,Date of Visit,lXubXuKJ3xu
NHMIS Instance,NHMIS instance dataelements,Date when last DHIS2 data tabled for decision making,azUXdOnlddf
NHMIS Instance,NHMIS instance dataelements,Date when the last feedback was given to the LGAs,GC6nah4ZVFa
NHMIS Instance,NHMIS instance dataelements,Deaths (NHMIS),BY03RaJD6l5
NHMIS Instance,NHMIS instance dataelements,Deaths of adolescents aged 10-19 years - female,nYPTSXq6JaQ
NHMIS Instance,NHMIS instance dataelements,Deaths of adolescents aged 10-19 years - male,jfAHNSlgE1F
NHMIS Instance,NHMIS instance dataelements,Deaths of adults aged 20+ years - female,S8cf9nj444x
NHMIS Instance,NHMIS instance dataelements,Deaths of adults aged 20+ years - male,N0hOinbjxST
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 0 -28 days(Community),LTp533YDzSL
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 0 -28 days - female,e2vmQJjPrNF
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 0 -28 days - male,mrANoODK5lj
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 12-59 months - female,s7xpODl8BGS
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 12-59 months - male,XMgjoHFdm5c
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 29 days - 11 months - female,gN7MxE4sPCz
NHMIS Instance,NHMIS instance dataelements,Deaths of babies aged 29 days - 11 months - male,zsGGlmaaavt
NHMIS Instance,NHMIS instance dataelements,Deaths of children aged 5-9 years - female,RxR5gJStAed
NHMIS Instance,NHMIS instance dataelements,Deaths of children aged 5-9 years - male,PPZycUWijTe
NHMIS Instance,NHMIS instance dataelements,Deaths of U5 relating to malaria(Community),LIOuQ07xwjt
NHMIS Instance,NHMIS instance dataelements,Deaths of women relating to pregnancy,PJQ5Qd8OPck
NHMIS Instance,NHMIS instance dataelements,Deliveries - Assisted,zPa9mLmcjmW
NHMIS Instance,NHMIS instance dataelements,Deliveries by skilled birth attendants,k2Ncm24FnEA
NHMIS Instance,NHMIS instance dataelements,Deliveries - Caesarian Section,DP6NVky89ub
NHMIS Instance,NHMIS instance dataelements,Deliveries - Complications,FOY6SUrgmPi
NHMIS Instance,NHMIS instance dataelements,Deliveries - HIV positive women,SY5DTQXX87U
NHMIS Instance,NHMIS instance dataelements,Deliveries - HIV positive women(Booked),SLeIFXLraAz
NHMIS Instance,NHMIS instance dataelements,Deliveries - HIV positive women(Unbooked),wcc4wo3InWa
NHMIS Instance,NHMIS instance dataelements,Deliveries monitored with partograph,TEZII44Azkk
NHMIS Instance,NHMIS instance dataelements,Deliveries - Normal,K6V8hnB7JNm
NHMIS Instance,NHMIS instance dataelements,Deliveries - Total,g3EHcLqhauw
NHMIS Instance,NHMIS instance dataelements,Dengue(IDSR),r7HpMghh4pf
NHMIS Instance,NHMIS instance dataelements,Designation,x1n689zmkAI
NHMIS Instance,NHMIS instance dataelements,Diabetes Melitus Death,cRO3YKyK0JQ
NHMIS Instance,NHMIS instance dataelements,Diabetes Mellitus,Ksmvpzszp4d
NHMIS Instance,NHMIS instance dataelements,Diarrhoea < 5 years - new case,pU0Bi0LHHxm
NHMIS Instance,NHMIS instance dataelements,Diarrhoea < 5 years - new case given Oral Rehydration preparaions,lnAk5uBuIf2
NHMIS Instance,NHMIS instance dataelements,Diarrhoea < 5 years - new case given ORS and zinc,BfcCmnKw8Ck
NHMIS Instance,NHMIS instance dataelements,Diarrhoea new cases(Community),QVdv53vum6F
NHMIS Instance,NHMIS instance dataelements,Diarrhoea under 5 years - new case female,qYiwp27da7e
NHMIS Instance,NHMIS instance dataelements,Diarrhoea under 5 years - new case male,EytezD9vaHh
NHMIS Instance,NHMIS instance dataelements,Diarrhoea (with blood),MzkigKS5wgR
NHMIS Instance,NHMIS instance dataelements,Diarrhoea( with blood),Nfwgl51r9bw
NHMIS Instance,NHMIS instance dataelements,Diarrhoea with dehydration (< 5yrs),ymVBhMhmORe
NHMIS Instance,NHMIS instance dataelements,Did you experience stock out of test kits during the reporting period?,FB4TaWyv30y
NHMIS Instance,NHMIS instance dataelements,Diphtheria,qycCKhcNjph
NHMIS Instance,NHMIS instance dataelements,Discharge after fistula surgery,VlSLE4WwxcX
NHMIS Instance,NHMIS instance dataelements,Dot services provided,BuBBKheAlXz
NHMIS Instance,NHMIS instance dataelements,DPT1 given,xtZzSU7K3Kv
NHMIS Instance,NHMIS instance dataelements,DPT 1st dose under 1 year - female (2010),WhNFfxoAA4P
NHMIS Instance,NHMIS instance dataelements,DPT 1st dose under 1 year - male,NYqZATC2zVQ
NHMIS Instance,NHMIS instance dataelements,DPT 2 given,f5LUpfPHbyh
NHMIS Instance,NHMIS instance dataelements,DPT 3 given,VWPqgRBwOJM
NHMIS Instance,NHMIS instance dataelements,DPT 3rd dose under 1 year - female,I8XeRBdgIGB
NHMIS Instance,NHMIS instance dataelements,DPT 3rd dose under 1 year - male,ENl7E6JDTbF
NHMIS Instance,NHMIS instance dataelements,Dracunculiasis (Guinea Worm Disease),ZCIbaQnbENm
NHMIS Instance,NHMIS instance dataelements,DR-TB suspects tested for DR-TB,l03cqknXbfg
NHMIS Instance,NHMIS instance dataelements,Dysentery - suspected case Female,aCHvh0u2Uas
NHMIS Instance,NHMIS instance dataelements,Dysentery - suspected case Male,O6mlKNfJHuT
NHMIS Instance,NHMIS instance dataelements,Earliest day of the month LGA receives data reports from HFs,szil40zCrKl
NHMIS Instance,NHMIS instance dataelements,Efforts to collect data and report it are worthwhile for improving health outcomes,VPuoOYPvgCT
NHMIS Instance,NHMIS instance dataelements,Epilepsy,D6wPld2Ed3V
NHMIS Instance,NHMIS instance dataelements,Essential obstetric and newborn care provided,JMCfkjoKsFk
NHMIS Instance,NHMIS instance dataelements,External ISS conducted using checklist(Quarterly),rkk2d3tp1vb
NHMIS Instance,NHMIS instance dataelements,Facility Attendance,Jc1WjNKrObY
NHMIS Instance,NHMIS instance dataelements,Facility Health Committee present,LOGr9GnKQ5o
NHMIS Instance,NHMIS instance dataelements,Familiy Planning Service offered (Quarterly),WC4QwICDeoJ
NHMIS Instance,NHMIS instance dataelements,Family Planning clients accessing HCT services,elD5WAUTvQ2
NHMIS Instance,NHMIS instance dataelements,Family planning clients counselled,c7T9iG1BVbo
NHMIS Instance,NHMIS instance dataelements,Family Planning Injections,ibHR9NQ0bKL
NHMIS Instance,NHMIS instance dataelements,Family Planning service provided,y1iTKKXZqCl
NHMIS Instance,NHMIS instance dataelements,Feeback Received (Quarterly),RE8nL4Vu6td
NHMIS Instance,NHMIS instance dataelements,Feedback received from LGA regularly,ajj5PX4BT6m
NHMIS Instance,NHMIS instance dataelements,Female 15-49 years using modern contraceptives,G5mKWErswJ0
NHMIS Instance,NHMIS instance dataelements,Fever cases,m5gTF1jKQjl
NHMIS Instance,NHMIS instance dataelements,Fever cases presumptively treated in the community with ACTs(Community),zAWZj2k9Pfv
NHMIS Instance,NHMIS instance dataelements,Fever cases RDT tested(Community),qgzzXcJWdlj
NHMIS Instance,NHMIS instance dataelements,Fever cases tested RDT positive(Community),Fog7j9zCcw4
NHMIS Instance,NHMIS instance dataelements,Fever cases with danger signs that received Rectal Artesunate as pre-referral treatment referred to facility for further management,Suc5BORCtBP
NHMIS Instance,NHMIS instance dataelements,Fever tested by Microscopy (for malaria parasites),k2Cpuz9BQtD
NHMIS Instance,NHMIS instance dataelements,Fever tested by RDT,r6WOvUlcQm6
NHMIS Instance,NHMIS instance dataelements,First Repair (VVF),zus9Id2Onw2
NHMIS Instance,NHMIS instance dataelements,Fixed Sessions Conducted,RG4lHAfrNXe
NHMIS Instance,NHMIS instance dataelements,Fixed Sessions Conducted (Policy),hSPywm6GXEr
NHMIS Instance,NHMIS instance dataelements,Fixed Sessions Planned,PxjL8GI0vzd
NHMIS Instance,NHMIS instance dataelements,Fixed Sessions Planned (Policy),dd1lpSvEwWm
NHMIS Instance,NHMIS instance dataelements,FP clients given SRH/HIV integrated service,sAfc9Ehuxkx
NHMIS Instance,NHMIS instance dataelements,Fully Immunised Children under 1 year,CvX3NUIe50P
NHMIS Instance,NHMIS instance dataelements,Functional beds,Q2v8tDczjrn
NHMIS Instance,NHMIS instance dataelements,Gender,g5SHICMIIHh
NHMIS Instance,NHMIS instance dataelements,Genital Ulcer(IDSR),s5RaTb9leDj
NHMIS Instance,NHMIS instance dataelements,Growth Monitoring and Promotion Service provided,JBRRqnSx6Wb
NHMIS Instance,NHMIS instance dataelements,Growth Monitoring Service Offered (Quarterly),rPwD5ycbjLq
NHMIS Instance,NHMIS instance dataelements,Guinea worm - suspected case female,SZ2FpW1YHst
NHMIS Instance,NHMIS instance dataelements,Guinea worm - suspected case male,M5ACrTixiPj
NHMIS Instance,NHMIS instance dataelements,HBV Dose,Qm90IKD4vap
NHMIS Instance,NHMIS instance dataelements,HBV Dose Used,SaSEHwHqdQz
NHMIS Instance,NHMIS instance dataelements,HCT clients referred for FP method,bbVTlYGPbcT
NHMIS Instance,NHMIS instance dataelements,HCT clients screened for STIs,rCLObYi78QG
NHMIS Instance,NHMIS instance dataelements,HCT clients treated for STIs,Wj10tShnTNW
NHMIS Instance,NHMIS instance dataelements,HCT clients with SRH/HIV integrated Services,iuCFWfYtEil
NHMIS Instance,NHMIS instance dataelements,HCT Individuals HIV counseled tested and received results >15 years - male,VLeDPIRNJfC
NHMIS Instance,NHMIS instance dataelements,HCT Individuals HIV counseled tested and received results >15 years -non pregnant female,qLhbn1gbyaZ
NHMIS Instance,NHMIS instance dataelements,HCT Individuals HIV counseled tested and received results 2-14 years - male,uVJyULOcFg3
NHMIS Instance,NHMIS instance dataelements,HCT Individuals HIV counseled tested and received results 2-14 years - non pregnant female,ixJu18Z2mUu
NHMIS Instance,NHMIS instance dataelements,HCT Individuals HIV counseled tested and received results <2 years - male,N49SlCVkrxw
NHMIS Instance,NHMIS instance dataelements,HCT Individuals HIV counseled tested and received results <2 years - non pregnant female,iHgkTS0hQeN
NHMIS Instance,NHMIS instance dataelements,HCT Individuals tested HIV positive >15 years - male,pxT890s7Iqs
NHMIS Instance,NHMIS instance dataelements,HCT Individuals tested HIV positive >15 years - non pregnant female,Ox0LRgZI1Kb
NHMIS Instance,NHMIS instance dataelements,HCT Individuals tested HIV positive 2-14 years - male,xebXdnDMrDE
NHMIS Instance,NHMIS instance dataelements,HCT Individuals tested HIV positive 2-14 years - non pregnant female,bHfoa06MHPq
NHMIS Instance,NHMIS instance dataelements,HCT Individuals tested HIV Positve <2 years - male,U4yeRFHfPwa
NHMIS Instance,NHMIS instance dataelements,HCT Individuals tested HIV Positve <2 years - non pregnant female,H7uvyB9mozJ
NHMIS Instance,NHMIS instance dataelements,Health Facilities (HFs) that are in hard to reach areas,munAJFynF2I
NHMIS Instance,NHMIS instance dataelements,Health Facilities (HFs) that provide routine immunisation (RI)services,jf2659Fz42l
NHMIS Instance,NHMIS instance dataelements,Health Facilities (HFs) to which LGA sent feedback to last month,dzJE3GbwDFJ
NHMIS Instance,NHMIS instance dataelements,Health Facilities (HFs) without enough data tools,TKJ9quRKbqN
NHMIS Instance,NHMIS instance dataelements,Health Facilities in the LGA,Atn2kKmTUrm
NHMIS Instance,NHMIS instance dataelements,Health Facility Target Population,aPaug1jUaIG
NHMIS Instance,NHMIS instance dataelements,Health worker providing service(Quarterly),hDqkuvysZCN
NHMIS Instance,NHMIS instance dataelements,Hepatitis A,KvmN3nRmLpx
NHMIS Instance,NHMIS instance dataelements,Hepatitis B,qR9RGbqJJbi
NHMIS Instance,NHMIS instance dataelements,Hepatitis B 2,qDxUAqFTWOb
NHMIS Instance,NHMIS instance dataelements,Hepatitis B Vaccine 0 birth,uXCH3rq9tLd
NHMIS Instance,NHMIS instance dataelements,Hepatitis B Vaccine 1 given,tBRm2bB9gR6
NHMIS Instance,NHMIS instance dataelements,Hepatitis C,yuGWcyXEonp
NHMIS Instance,NHMIS instance dataelements,Hepatitis Death C (IDSR),gVDVR6Bg4U0
NHMIS Instance,NHMIS instance dataelements,Hepatitis - suspected case Female,npXu5cnPAD8
NHMIS Instance,NHMIS instance dataelements,Hepatitis - suspected case Male,LraNP5YU7m8
NHMIS Instance,NHMIS instance dataelements,HepB 1st dose under 1 year - female,s7UfZPNGLU9
NHMIS Instance,NHMIS instance dataelements,HepB 1st dose under 1 year - male,R8KsXJSHAsv
NHMIS Instance,NHMIS instance dataelements,HepB 3rd dose under 1 year - female,iZbqzKzIXb2
NHMIS Instance,NHMIS instance dataelements,HepB 3rd dose under 1 year - male,pCrr7x2LNlR
NHMIS Instance,NHMIS instance dataelements,HF can afford Data bundles,IMXEzWdJV1V
NHMIS Instance,NHMIS instance dataelements,HF has capacity to capture data directly,mWLGk4014fZ
NHMIS Instance,NHMIS instance dataelements,HF is aware what DHIS2 is,mYG29MXj22n
NHMIS Instance,NHMIS instance dataelements,HF normally has adequate stock of NHMIS forms,VanrJA6plDT
NHMIS Instance,NHMIS instance dataelements,HF prefers to capture data directly instead of sending paper,shWBsbEpZOV
NHMIS Instance,NHMIS instance dataelements,HF prefer to use personal phones to enter data than paper based tools,rxkp1pExblf
NHMIS Instance,NHMIS instance dataelements,High Blood Pressure Death,vjuTpssn3In
NHMIS Instance,NHMIS instance dataelements,High Blood Pressure(IDSR),EhIvszgbVdr
NHMIS Instance,NHMIS instance dataelements,HIV/AIDS Service provided,s18134YtSXk
NHMIS Instance,NHMIS instance dataelements,HIV counselling provided(Quarterly),vAX6iSRY9OC
NHMIS Instance,NHMIS instance dataelements,"HIV couples counselled,tested & received results",fv97PkEwuXz
NHMIS Instance,NHMIS instance dataelements,"HIV couples counselled,tested & received results and sero-discordant",JVs0vh5JszX
NHMIS Instance,NHMIS instance dataelements,HIV exposed infants breast feeding and receiving HIV prophylaxis,dZUhCK6fUuB
NHMIS Instance,NHMIS instance dataelements,HIV negative client screened for TB score 0,vGQ6NJokdZD
NHMIS Instance,NHMIS instance dataelements,HIV negative client screened for TB score 1+,hgScjxCOaG4
NHMIS Instance,NHMIS instance dataelements,HIV PCR results received for babies born to HIV+ women tested positive,dIIVjkWV2l0
NHMIS Instance,NHMIS instance dataelements,HIV PCR results received for babies born to HIV+ women whose blood samples were taken within 2 months of birth tested positive,w24YWFyIVtk
NHMIS Instance,NHMIS instance dataelements,HIV positive clients attending HIV care and treatment services and receiving TB treatment,TRwlb7b1wqp
NHMIS Instance,NHMIS instance dataelements,HIV positive client screened for TB score 0,c7KjnI2QOTN
NHMIS Instance,NHMIS instance dataelements,HIV positive client screened for TB score 1+,TMCT2h7luPO
NHMIS Instance,NHMIS instance dataelements,HIV positive patients receiving cotrimoxazole prophylaxis,NGzQvZFUfGi
NHMIS Instance,NHMIS instance dataelements,HIV positive pregnant women assessed for ART eligibility by either clinical stage or CD4.,YiUmDVoqAcV
NHMIS Instance,NHMIS instance dataelements,HIV positive receiving cotrimoxazole prophylaxis - version 2013,JcfbMPZDWHa
NHMIS Instance,NHMIS instance dataelements,HIV rapid antibody test done,MAxBy878HUk
